"id";"id_tipo_actividad_academica";"titulo";"descripcion";"nivel_uno";"nivel_dos";"minutos_duracion";"materiales"
"74";"1";"Juego de las Emociones con Tarjetas";"Muestra al niño las tarjetas con diferentes caras y nombra las emociones. Pide al niño que señale la tarjeta que corresponde a una emoción específica que tú nombres. Repite el ejercicio con todas las tarjetas. Coloca las tarjetas en una mesa. Pide al niño que empareje tarjetas iguales que muestran la misma emoción. Discute con el niño sobre las situaciones en las que puede sentir esas emociones.";"Ayudar al niño a reconocer y nombrar diferentes emociones";"Mejorar el reconocimiento de emociones y relacionarlas con situaciones";"45";"Tarjetas con imágenes de caras que muestran diferentes emociones [feliz, triste, enojado, sorprendido], un tablero."
"75";"1";"Libro de Emociones";"Lee el libro con el niño, mostrando las ilustraciones de los personajes. Pide al niño que señale la cara del personaje y que diga qué emoción cree que está sintiendo el personaje. Nombra la emoción y discute brevemente sobre ella. Lee el libro con el niño. Después de identificar las emociones, pregunta al niño por qué el personaje puede estar sintiendo esa emoción. Socializa situaciones en las que el niño ha sentido emociones similares.";"Fomentar el reconocimiento de emociones a través de la lectura.";"Profundizar en la comprensión de las emociones y su causa";"45";"Un libro ilustrado que muestra diferentes emociones en los personajes [El Monstruo de las Emociones]"
"76";"1";"Teatro de Emociones";"Muestra al niño las máscaras y nombra las emociones que representan. Pide al niño que elija una máscara y haga una mueca que coincida con la emoción. Socializa brevemente en qué situaciones podrían sentirse esas emociones. Crea pequeñas historias o situaciones y pídele al niño que actúe usando las máscaras. Ejemplo: ""Estás jugando con tu juguete favorito y alguien te lo quita. ¿Cómo te sientes?"". Facilita la actuación y discute sobre la emoción mostrada.";"Ayudar al niño a expresar físicamente las emociones adecuadas";"Fomentar la expresión emocional en contextos específicos.";"45";"Máscaras sencillas o caras de papel con diferentes expresiones emocionales"
"77";"1";"Círculo de Emociones";"Muestra el círculo de emociones al niño. Pide al niño que señale una emoción en el círculo y describa un momento en que se sintió de esa manera. Ayuda al niño a describir sus sentimientos. Pide al niño que señale una emoción en el círculo. Pide al niño que actúe una situación en la que podría sentir esa emoción. Socializa con el niño sobre la situación y cómo manejar esa emoción.";"Ayudar al niño a identificar y verbalizar sus emociones";"Fomentar la comprensión de las emociones y su manejo en situaciones reales";"45";"Un círculo grande de cartulina dividido en secciones, cada una con una cara que muestra una emoción."
"78";"1";"Calendario Visual de Rutinas";"Muestra al niño el calendario visual y repasa las actividades diarias. Usa tarjetas de transición [por ejemplo, un reloj para ""tiempo de cambiar""] para señalar el cambio de una actividad a otra. Practica las transiciones con el niño. Repite el uso del calendario visual. Pide al niño que mueva las tarjetas de transición para indicar el cambio de actividades. Facilita una conversación sobre cómo se siente el niño al cambiar de actividad y estrategias para manejar la frustración.";"Ayudar al niño a comprender y anticipar cambios de actividades";"Fomentar la independencia y la gestión emocional durante las transiciones";"45";"Un calendario visual con imágenes de actividades diarias [desayuno, juego, siesta, etc.], tarjetas de transición."
"79";"1";"Juego de Transiciones";"Presenta al niño los objetos y nombra las actividades asociadas. Usa la campana para señalar el cambio de una actividad a otra, guiando al niño a cambiar de actividad con el objeto correspondiente. Repite varias veces, manteniendo un ritmo calmado. Crea un juego de role-play donde el niño tenga que cambiar de roles o actividades. Usa señales sonoras o visuales para indicar los cambios y guía al niño a actuar los roles correspondientes. Socializar con el niño cómo se siente al cambiar de actividad y qué estrategias puede usar para mantenerse calmado.";"Ayudar al niño a adaptarse a los cambios de actividades de manera tranquila";"Fomentar la adaptación y el manejo emocional en situaciones de cambio";"45";"Objetos representativos de diferentes actividades [juguetes para jugar, almohada para siesta, etc.], campana o señal sonora. "
"80";"1";"El jardín de las Partes de las Plantas";"Presentar una planta y explica las partes principales [raíz, tallo, hojas, flores, frutos]. Los niños reciben una tarjeta con el nombre de una parte de la planta y deben identificar y pegar la tarjeta en la parte correcta de una planta grande de cartulina en el aula. Después de que cada niño haya colocado su tarjeta, el grupo repite juntos los nombres de las partes de la planta. Reciben dos tarjetas: una con el nombre de una parte de la planta y otra con la función correspondiente. Los niños identifican y colocan las tarjetas de nombre y función en la parte correcta de una planta grande de cartulina en el aula. El grupo discute las funciones y cómo cada parte de la planta ayuda a la planta a vivir y crecer.";"Hacer dibujos de la planta en hojas blancas y etiquetar las partes con las tarjetas.";"Trabajar en parejas para socializar y colocar las tarjetas correctamente.";"45";"Plantas de plástico o reales, tarjetas con nombres y dibujos de las partes de la planta [raíz, tallo, hojas, flores, frutos], tarjetas adicionales con funciones [absorber agua, sostener, fotosíntesis, reproducir, nutrir], pegamento en barra."
"81";"1";"La Caja de Sorpresas Botánicas";"Llenar una caja de sorpresas con diferentes partes de plantas. Cada niño saca una parte de la planta de la caja sin mirar y trata de adivinar qué parte es, basándose en el tacto.Una vez identificada, el niño muestra la parte al grupo, dice su nombre y coloca la tarjeta correspondiente en un mural de plantas. Sacar una parte de la planta de la caja sin mirar, adivina qué parte es y describe su función. El niño muestra la parte al grupo, dice su nombre y función, y coloca la tarjeta correspondiente en un mural de plantas.";"Describir cómo se siente la parte de la planta antes de adivinar";"Trabajar en equipos para discutir y adivinar juntos antes de presentar al grupo.";"45";"Caja de sorpresas con partes de plantas [raíces, tallos, hojas, flores, frutos] reales o de plástico, tarjetas con nombres, dibujos y funciones"
"82";"1";"El Ciclo de Vida de la Planta";"Plantar semillas en macetas pequeñas y observan el crecimiento de la planta durante varias semanas. A medida que las plantas crecen, los niños etiquetan las partes de la planta [raíces, tallo, hojas] con las tarjetas correspondientes. Los niños observan y discuten los cambios en la planta, identificando y nombrando cada parte a medida que aparece";"Llevar un diario de observación donde dibujen y etiqueten las partes de la planta en cada etapa de crecimiento.";"Presentar sus plantas y explicar las funciones de cada parte al grupo, usando un modelo de planta para señalar y describir.";"45";"Semillas, tierra, macetas pequeñas, etiquetas para las partes de la planta, tarjetas con nombres, dibujos y funciones de las partes de la planta."
"83";"1";"Clasificación de Animales conTarjetas";"Mostrar las tarjetas de animales uno por uno, explicando las características básicas de cada animal. Los niños toman turnos para seleccionar una tarjeta y decir si el animal es doméstico o salvaje. Los niños colocan las tarjetas en la cesta correspondiente [una para animales domésticos y otra para animales salvajes]. Mostrar las tarjetas de animales y explica características adicionales como el hábitat, la dieta y el comportamiento.
Los niños toman turnos para seleccionar una tarjeta de animal y una tarjeta de característica, diciendo si el animal es doméstico o salvaje y explicando por qué basándose en la característica seleccionada. Los niños colocan las tarjetas en la cesta correspondiente y dialogan en grupo.";"Trabajar en parejas para discutir y decidir juntos antes de colocar la tarjeta en la cesta.";"Dibujar un animal y escribir o contar una breve descripción sobre sus características y si es doméstico o salvaje.";"45";"Tarjetas de animales domésticos y salvajes, dos cestas o bandejas, tarjetas adicionales con características [donde vive, qué come, cómo se comporta]."
"84";"1";"Juego de Rol de Animales";"Distribuir accesorios de animales entre los niños y explica qué animal deben imitar. Cada niño se pone su accesorio y actúa como el animal, diciendo ""I am a [animal]"" y mostrando cómo se mueve o suena. El resto de los niños adivina si el animal es doméstico o salvaje y dice por qué. dividen en grupos y reciben un conjunto de accesorios y materiales para crear un escenario. Cada grupo crea un pequeño escenario para sus animales [una casa para animales domésticos, una jungla para animales salvajes]. Los niños se ponen los accesorios de animales y actúan en su escenario, explicando por qué su animal vive allí y si es doméstico o salvaje";"Cambiar accesorios y repetir el juego con diferentes animales.";"Intercambiar escenarios y socializar cómo cambiaría el comportamiento de los animales en un ambiente diferente.";"45";"Accesorios de animales [orejas de gato, melena de león, materiales para crear pequeños escenarios [bloques, telas para representar pastizales o selvas]."
"85";"1";"El Mural de Animales";"Distribuir fotos de animales domésticos y salvajes entre los niños. Los niños pegan las fotos en el mural grande, creando dos secciones: animales domésticos y animales salvajes. Cada niño dibuja su animal favorito y lo pega en la sección correspondiente, diciendo ""This is a [animal], it is [domestic/wild].""Cada niño selecciona una tarjeta de información para su animal y la coloca junto a la foto, explicando al grupo por qué su animal es doméstico o salvaje y qué información tiene la tarjeta.";"Escribir una palabra o frase sobre cada animal debajo de las fotos y dibujos";"Trabajar en grupos para investigar más sobre sus animales y presentar la información al grupo antes de colocarla en el mural";"45";"Fotos de animales domésticos y salvajes, papel craf o periódico para mural, pegamento, marcadores, tarjetas con información [hábitat, dieta, comportamiento]."
"86";"1";"El Mapa de Colombia";"Mostrar el mapa grande de Colombia y señala el contorno del país.Los niños reciben tarjetas con el nombre ""Colombia"" y se les pide que encuentren el lugar donde colocar las tarjetas en el mapa. Los niños decoran el mapa pegando imágenes de símbolos nacionales alrededor del nombre del país. Variación: Los niños pueden colorear una guía con el contorno de Colombia y escribir o pegar el nombre ""Colombia"" en la hoja. muestra el mapa grande de Colombia y señala el contorno del país, así como algunas ciudades importantes [Bogotá, Medellín, Cartagena]. Los niños reciben tarjetas con el nombre ""Colombia"" y nombres de ciudades importantes. Primero colocan ""Colombia"" en el mapa y luego intentan colocar las ciudades en su ubicación aproximada. Los niños decoran el mapa pegando imágenes de símbolos nacionales alrededor del nombre del país y las ciudades, discutiendo brevemente cada símbolo y ciudad. Variación: Los niños pueden trabajar en pequeños grupos para colorear y etiquetar un mapa de Colombia, agregando detalles como ríos, montañas y ciudades importantes.";"Colorear una guía con el contorno de Colombia y escribir o pegar el nombre ""Colombia"" en la hoja.";"Trabajar en pequeños grupos para colorear y etiquetar un mapa de Colombia, agregando detalles como ríos, montañas y ciudades importantes.";"45";"Mapa grande de Colombia, tarjetas con nombres de ciudades importantes y el nombre ""Colombia,"" pegatinas de colores, imágenes de símbolos nacionales."
"87";"1";"La Caja de Cultura de Colombia";"Presentar la caja de sorpresas decorada con los colores de la bandera colombiana. Los niños, uno por uno, sacan un objeto o imagen de la caja y el maestro explica brevemente su relación con Colombia. Después de explorar todos los objetos, los niños repiten """"Colombia"""" y describen qué objeto les gustó más y por qué. Presentar la caja de sorpresas decorada con los colores de la bandera colombiana y explica que los niños van a llenar la caja con cosas relacionadas con Colombia.
Los niños, en grupos pequeños, seleccionan objetos o imágenes que piensan que representan a Colombia y escriben una breve descripción en tarjetas. Cada grupo presenta su objeto o imagen, explica su relación con Colombia y coloca la tarjeta de descripción en la caja. Al final, los niños discuten qué aprendieron sobre Colombia y repiten el nombre """"Colombia.""""";"Dibujar el objeto que sacaron de la caja y escribir o pegar el nombre """"Colombia"""" junto a su dibujo.";"Crear un pequeño libro con dibujos y descripciones de los objetos de la caja, escribiendo """"Colombia"""" en la portada y en cada página donde corresponda";"45";"Caja decorada con colores de la bandera colombiana, objetos o imágenes relacionadas con Colombia, tarjetas en blanco para escribir descripciones."
"88";"1";"Descubre los Símbolos Patrios";"Presentar las tarjetas con los símbolos patrios: la bandera, el escudo y una parte del himno nacional. Los niños observan y nombran cada símbolo, repitiendo después del maestro.
Los niños reciben hojas de colorear con los símbolos patrios y las colorean mientras el maestro explica el significado de cada símbolo. Al finalizar, los niños muestran sus dibujos y dicen en voz alta el nombre de cada símbolo. Presentar las tarjetas con los símbolos patrios y explica brevemente su significado y cómo se usan. Los niños se dividen en grupos y reciben hojas en blanco para crear un collage sobre los símbolos patrios. Deben incluir la bandera, el escudo y una parte del himno nacional en su collage. Los niños buscan en revistas o entre impresiones adicionales imágenes relacionadas con los símbolos patrios, las recortan y las pegan en su collage. Cada grupo presenta su collage al resto de la clase, explicando cada símbolo y diciendo por qué es importante.";"Entonar una parte del himno nacional mientras colorean para asociar el sonido con el símbolo visual.";"Agregar palabras clave o frases cortas relacionadas con cada símbolo en sus collages, como """"libertad"""" para el escudo o """"unión"""" para la bandera.";"45";"Tarjetas con imágenes de la bandera, el escudo y la letra del himno nacional, hojas de colorear, hojas en blanco para hacer collages, pegamento, tijeras, revistas o impresiones adicionales de símbolos patrios."
"89";"1";"Juego de Roles y Representación";"Explicar el juego de memoria y muestra las tarjetas con los símbolos patrios. Los niños se dividen en parejas o pequeños grupos y juegan al juego de memoria, volteando tarjetas para encontrar los pares de símbolos patrios. Cada vez que un niño encuentra un par, debe decir en voz alta el nombre del símbolo antes de quedarse con las tarjetas. Al final del juego, el maestro repasa los símbolos con todos los niños, asegurándose de que cada niño pueda nombrar correctamente la bandera, el escudo y el himno. Organizar una pequeña """"ceremonia patriótica"""" donde los niños representarán los símbolos patrios. Cada niño o grupo de niños recibe un símbolo para representar: unos con banderas, otros con imágenes del escudo y otros con la letra del himno. Los niños que representan la bandera pueden marchar con las banderas, los que representan el escudo pueden hacer una pequeña presentación sobre su significado y los que tienen la letra del himno pueden cantar una parte del himno nacional.
Al final, la docente guía una socialización donde los niños hablan sobre lo que han aprendido y por qué los símbolos patrios son importantes.
";"Crear las tarjetas de memoria dibujando y coloreando los símbolos antes de jugar.";"Crear una """"obra de teatro"""" corta donde incorporan los símbolos patrios en una historia sobre el país, destacando su importancia y su uso.";"45";"Tarjetas de memoria con pares de imágenes de la bandera, el escudo y el himno nacional.´Accesorios para representar los símbolos patrios [banderas pequeñas, imágenes del escudo, hojas con la letra del himno], disfraces simples o ropa de colores de la bandera."
"90";"1";"Calendario de Días de la Semana";"Presentar las tarjetas con los nombres de los días de la semana y las coloca en desorden en el tablero de fieltro. Los niños, uno por uno, seleccionan una tarjeta y la colocan en el orden correcto en el tablero, diciendo en voz alta el nombre del día. Una vez que todos los días estén en orden, el maestro y los niños repasan los días juntos, señalando y nombrando cada uno. presenta un calendario en el tablero de fieltro y las tarjetas de los días de la semana en desorden.Los niños, en pequeños grupos, organizan las tarjetas de los días de la semana en el calendario y luego añaden los números del mes.Los niños decoran el calendario con dibujos que representen eventos especiales, festivos o actividades de la semana. Cada grupo presenta su calendario al resto de la clase, explicando los días y las actividades decorativas.";"Decorar las tarjetas con dibujos que representen actividades típicas de cada día.";"Reconocer los días de la Semana  y Crear un calendario personal para llevar a casa y compartir con sus familias.";"45";"Tarjetas con los nombres de los días de la semana, velcro, un tablero de fieltro, números del 1 al 31, decoraciones"
"91";"1";"Canción de los Días de la Semana";"Enseñar a los niños una canción simple sobre los días de la semana. Los niños cantan la canción mientras el maestro muestra las tarjetas correspondientes. Los niños usan los instrumentos musicales para marcar el ritmo mientras cantan los nombres de los días. Guíar a los niños en la creación de su propia canción sobre los días de la semana. En grupos pequeños, los niños inventan una melodía y una letra que incluya los nombres de los días. Los grupos practican su canción usando instrumentos musicales y luego la presentan a la clase.";"Inventar gestos o movimientos para cada día de la semana mientras cantan.";"Grabar sus canciones y crear un video de canciones de los días de la semana para compartir con sus familias.";"45";"Tarjetas con los nombres de los días de la semana, instrumentos musicales simples [panderetas, maracas], papel y lápices para escribir. Video https://www.youtube.com/watch?v=F-1O-4Ec2_w&ab_channel=SuperSimpleEspa%C3%B1ol-CancionesInfantilesYM%C3%A1s"
"92";"1";"Juego de Memoria de los Días de la Semana";"Distribuir las tarjetas de los días de la semana boca abajo en una mesa. Los niños, por turnos, voltean dos tarjetas intentando encontrar pares que coincidan. Cada vez que un niño encuentra un par, debe decir en voz alta el nombre del día antes de quedarse con las tarjetas. Distribuir las tarjetas boca abajo en una mesa. Los niños, en pequeños grupos, voltean tarjetas e intentan formar la secuencia correcta de los días de la semana. El primer grupo en formar correctamente la secuencia gana el juego.";"Decorar las tarjetas antes de jugar para hacerlas más personales";"Competir en parejas para ver quién completa la secuencia primero";"45";"Tarjetas con los nombres de los días de la semana en duplicado"
"93";"1";"El Reloj de los Días";"Presentar el reloj de los días y muestra cómo mover la aguja para señalar diferentes días. Los niños, por turnos, mueven la aguja y dicen en voz alta el nombre del día en el que cae la aguja. Los niños pueden decorar el reloj con dibujos que representen actividades típicas de cada día. Presentar el reloj y las tarjetas de actividades. Los niños, en pequeños grupos, planean una semana completa colocando las tarjetas de actividades en el reloj. Cada grupo presenta su plan semanal a la clase, explicando las actividades de cada día.";"Hacer sus propios relojes de papel para llevar a casa y practicar";"Hacer un reloj semanal en casa con sus familias y planear actividades familiares.";"45";"Reloj de papel grande con los nombres de los días de la semana en lugar de números, una aguja móvil, tarjetas con actividades diarias [ir al parque, clase de música]."
"94";"1";"La Rueda de los Días";"Los niños colorean y cortan las plantillas de la rueda. Con ayuda de la docente, ensamblan las ruedas usando encuadernadores de latón. Los niños giran la rueda y dicen en voz alta el nombre del día que indica la flecha. La docente muestra una tarjeta con una pista sobre una actividad diaria [por ejemplo, ""Hoy vamos al parque""]. Los niños giran la rueda y adivinan en qué día de la semana se realiza la actividad según la pista. Los niños explican su razonamiento y verifican si la respuesta es correcta. ";"Decorar las ruedas con imágenes que representen actividades típicas de cada día";"Crear sus propias tarjetas de pistas y jugar en parejas.";"45";"Plantilla de rueda con los nombres de los días de la semana, lápices de colores, tijeras, encuadernadores de latón, tarjetas con pistas de actividades diarias."
"95";"1";"Diario de los Días de la Semana";"Cada niño recibe un cuaderno y pegatinas con los nombres de los días de la semana. Cada día, los niños ilustran una actividad que hicieron y pegan la etiqueta del día correspondiente. Al final de la semana, los niños repasan su diario con la docente y los compañeros, nombrando cada día y la actividad y describiendo la actividad en detalle";"Compartir su diario con sus familias durante el fin de semana";"Repasar su diario con el maestro y los compañeros, nombrando cada día y describiendo la actividad en detalle";"45";"Cuadernos, lápices de colores, pegatinas de los días de la semana"
"96";"1";"Caja de Adjetivos";"Presentar la caja y saca un objeto, diciendo el adjetivo correspondiente [por ejemplo, ""This is a big doll""]. Los niños, uno por uno, sacan un objeto de la caja y lo colocan en la tarjeta correcta con el adjetivo correspondiente. Los niños repiten el adjetivo en voz alta al colocar el objeto en la tarjeta. presenta la caja y saca dos objetos, comparándolos usando los adjetivos [por ejemplo, ""This doll is big and this doll is small""]. Los niños, en parejas, sacan dos objetos de la caja y comparan, usando los adjetivos para describir las diferencias. Cada pareja presenta su comparación al resto de la clase, diciendo en voz alta los adjetivos";"Traer objetos de casa que correspondan a los adjetivos y mostrarlos a la clase, diciendo el adjetivo";"Crear una historia corta usando los objetos y los adjetivos para describir los personajes y situaciones";"45";"Caja con objetos de diferentes tamaños y longitudes [muñecos pequeños y grandes, cuerdas cortas y largas], tarjetas con los adjetivos ""short,"" ""long,"" ""big,"" ""small."""
"97";"1";"Bingo de Adjetivos";"Repartir tarjetas de bingo a cada niño. El maestro describe un objeto usando un adjetivo [por ejemplo, """"Look for something big""""] y los niños colocan una ficha en la imagen correspondiente en su tarjeta.
El primer niño en completar una línea o toda la tarjeta gana y repite los adjetivos usados. Repartir tarjetas de bingo a cada niño. Los niños, por turnos, describen un objeto en su tarjeta usando un adjetivo [por ejemplo, """"I have a small car""""] y los demás buscan el objeto en sus tarjetas y colocan una ficha si lo tienen. El primer niño en completar una línea o toda la tarjeta gana y repite los adjetivos usados";"Ayudar a crear las tarjetas de bingo dibujando o recortando imágenes";"Intercambiar sus tarjetas de bingo y jugar nuevamente";"45";"Tarjetas de bingo con imágenes de objetos que representen """"short,"""" """"long,"""" """"big,"""" """"small,"""" fichas o marcadores."
"98";"1";"La Carrera de los Adjetivos";"Dividir a los niños en parejas y les da una cuerda de diferente longitud a cada pareja. Cada pareja debe correr desde la línea de salida hasta la línea de llegada con su cuerda y decir en voz alta ""short"" o ""long"" dependiendo de la cuerda que tienen Al final de la carrera, los niños muestran sus cuerdas y repiten los adjetivos. Dividir a los niños en parejas y les da un objeto de diferente tamaño a cada pareja. Cada pareja debe correr desde la línea de salida hasta la línea de llegada con su objeto y decir en voz alta ""big"" o ""small"" dependiendo del objeto que tienen. Al final de la carrera, los niños muestran sus objetos y repiten los adjetivos";"Medir las cuerdas y ver cuál es la más larga y cuál es la más corta";"Hacer una tabla comparativa de los objetos utilizados en la carrera, clasificándolos por tamaño.";"45";"Cuerdas de diferentes longitudes, Objetos de diferentes tamaños [pelotas grandes y pequeñas], cinta adhesiva para marcar la línea de salida y llegada."
"99";"1";"Arte de Adjetivos";"Dar a cada niño una tarjeta con un adjetivo y les pide que busquen imágenes en las revistas que correspondan a ese adjetivo. Los niños recortan las imágenes y las pegan en un papel grande bajo el adjetivo correspondiente. Los niños presentan sus collages a la clase y dicen en voz alta los adjetivos.  Dividir a los niños en grupos y les da tarjetas con los adjetivos. Cada grupo crea una escena usando imágenes de revistas que representen los adjetivos dados. Los grupos presentan sus escenas a la clase, describiendo los objetos y usando los adjetivos.";"Hacer un collage personal con todos los adjetivos y llevarlo a casa";"Crear una historia en grupo usando las escenas y los adjetivos";"45";"Revistas, tijeras, pegamento, papel grande, tarjetas con los adjetivos ""short,"" ""long,"" ""big,"" ""small."""
"100";"1";"Descripción de Animales Domésticos con Adjetivos";"Repartir una tarjeta de un animal doméstico a cada niño y varias tarjetas de adjetivos. Los niños observan su animal y seleccionan los adjetivos que mejor lo describen [por ejemplo, ""big dog,"" ""small cat""]. Cada niño dibuja su animal en una hoja de papel y escribe los adjetivos que lo describen debajo del dibujo. Los niños presentan sus dibujos a la clase, diciendo en voz alta los adjetivos y la descripción [por ejemplo, ""This is a big dog""]. Dividir a los niños en pequeños grupos y les reparte tarjetas con animales y adjetivos. Cada grupo crea una pequeña historia usando sus animales y adjetivos, dibujando una escena en un papel grande. Los grupos presentan sus historias a la clase, describiendo los animales y usando los adjetivos en contextos [por ejemplo, ""The big dog and the small cat are friends""].";"Intercambiar las tarjetas de los animales y describir un nuevo animal usando los adjetivos.";"Actuar sus historias en un pequeño teatro, usando disfraces o marionetas para representar a los animales";"45";"Tarjetas con imágenes de animales domésticos [perro, gato, pez, pájaro, etc.], tarjetas con adjetivos [big, small, short, long, etc.], papel y lápices de colores."
"101";"1";"Descripción de Objetos de la Clase con Adjetivos";"Repartir tarjetas con adjetivos a cada niño y les pide que encuentren objetos en la clase que correspondan a esos adjetivos [por ejemplo, ""Find a small object""]. Los niños buscan los objetos y los llevan al maestro, diciendo en voz alta el adjetivo y el objeto [por ejemplo, ""This is a small pencil""]. Los niños dibujan los objetos que encontraron y escriben los adjetivos debajo del dibujo. Variación: Los niños pueden hacer una exposición de sus dibujos y objetos encontrados para mostrar a sus compañeros. El maestro Dividir a los niños en pequeños grupos y les reparte tarjetas con adjetivos. Cada grupo elige varios objetos de la clase y crea una descripción detallada de una escena usando los adjetivos [por ejemplo, ""The big chair is next to the small table""]. Los grupos dibujan su escena en un papel grande y escriben las descripciones debajo de cada objeto. Los grupos presentan sus descripciones a la clase, leyendo en voz alta y señalando los objetos en su dibujo.";"Hacer una exposición de sus dibujos y objetos encontrados para mostrar a sus compañeros.";"Intercambiar sus escenas y adjetivos con otros grupos y hacer nuevas descripciones, ampliando su vocabulario";"45";"Tarjetas con adjetivos [big, small, short, long, etc.], papel y lápices de colores"
"102";"1";"Juego de ""Simon Says"" de Partes del Cuerpo";"La docente explica el juego ""Simon Says"" y muestra los carteles con las partes del cuerpo. La docente actúa como ""Simon"" y dice frases como ""Simon says, touch your head"" o ""Simon says, point to your nose."" Los niños deben seguir las instrucciones solo si la frase comienza con ""Simon says.""Los niños tocan o señalan la parte del cuerpo mencionada y repiten el nombre en voz alta. Si la docente no dice ""Simon says,"" los niños deben quedarse quietos y no tocar la parte del cuerpo. La docente introduce algunos adjetivos y muestra cómo se pueden usar con las partes del cuerpo [por ejemplo, ""big head,"" ""small hands""]. Actúa como ""Simon"" y dice frases como ""Simon says, touch your big head"" o ""Simon says, point to your small ears."" Los niños deben seguir las instrucciones solo si la frase comienza con ""Simon says."" Los niños tocan o señalan la parte del cuerpo mencionada y repiten el nombre y el adjetivo en voz alta. Si el maestro no dice ""Simon says,"" los niños deben quedarse quietos y no tocar la parte del cuerpo.";"Turnarse para ser ""Simon"" y dar las instrucciones al resto del grupo";"Hacer sus propias tarjetas con partes del cuerpo y adjetivos y usar estas para dar instrucciones como ""Simon.""";"45";"Carteles con imágenes de las partes del cuerpo y sus nombres [head, shoulders, knees, toes, eyes, ears, mouth, nose], una lista de adjetivos simples [big, small, long, short]."
"103";"1";"Arte del Cuerpo Humano";"La docente dibuja una silueta de un cuerpo humano grande en el papel mural. Los niños ayudan a pegar etiquetas adhesivas en las partes del cuerpo correctas [head, shoulders, knees, toes, eyes, ears, mouth, nose]. Los niños colorean y decoran la silueta mientras repiten y señalan las partes del cuerpo. El mural se cuelga en la clase para referencia diaria y práctica. Cada niño recibe varias hojas de papel y dibuja una parte del cuerpo en cada hoja [head, shoulders, knees, toes, etc.]. Los niños colorean sus dibujos y escriben el nombre de la parte del cuerpo en inglés en cada hoja. Los niños buscan en revistas o impresiones de imágenes de personas y recortan imágenes para pegar en la hoja correspondiente [por ejemplo, una imagen de ojos para la página de ""eyes""]. Los niños ensamblan sus páginas para hacer un libro de partes del cuerpo y lo presentan a la clase, diciendo en voz alta los nombres de las partes del cuerpo mientras muestran sus dibujos.";"Crear siluetas de sus propios cuerpos en papel grande y etiquetar las partes del cuerpo.";"Agregar descripciones a las partes del cuerpo usando adjetivos simples [por ejemplo, ""big eyes,"" ""small hands""] y practicar la lectura en voz alta de sus libros.";"45";"Papel grande para mural, marcadores, etiquetas adhesivas con los nombres de las partes del cuerpo, Papel, marcadores, tijeras, pegamento, revistas o impresiones de imágenes de personas."
"104";"1";"Rueda de Temas Interactiva";"La docente presenta la rueda de temas a los niños y explica que cada segmento representa un tema que han aprendido en clase. Los niños, por turnos, giran la flecha y ven en qué segmento cae. El niño debe entonces elegir una imagen o tarjeta relacionada con el tema y decir algo sobre ella en inglés [por ejemplo, si el tema es ""animales,"" y la imagen es de un gato, el niño podría decir ""This is a cat. It is small.""]. Los demás niños pueden hacer preguntas o agregar comentarios sobre el tema. La docente presenta la rueda de temas a los niños y explica que cada segmento representa un tema que han aprendido en clase. Los niños, por turnos, giran la flecha y ven en qué segmento cae. El niño debe entonces tomar una tarjeta de desafío del tema correspondiente y completar la tarea indicada en inglés [por ejemplo, ""Count from 1 to 10,"" ""Name three colors,"" ""Describe a cat using two adjectives""]. Los demás niños pueden ofrecer ayuda y comentarios, y el niño que completa el desafío puede hacer un seguimiento con una pregunta o un nuevo desafío.";"Preparar preguntas relacionadas con cada tema para hacer a sus compañeros cuando giren la rueda.";"Crear sus propias tarjetas de desafío y agregarlas a la rueda, fomentando la participación y la creatividad.";"45";"Una rueda de cartón con segmentos de diferentes colores, cada uno etiquetado con un tema [animales, colores, números, partes del cuerpo, etc.], imágenes o tarjetas relacionadas con cada tema, una flecha giratoria, tarjetas de desafío relacionadas con cada tema [por ejemplo, ""Describe an animal that is big and lives in the jungle""]."
"105";"1";"Tareas en Grupo con Rotación de Estaciones";"Organizar la clase en varias estaciones, cada una con una actividad relacionada con los temas que han aprendido en clase. Los niños se dividen en grupos pequeños y rotan entre las estaciones, pasando un tiempo determinado en cada una [por ejemplo, 10 minutos]. En cada estación, los niños completan una tarea o juego relacionado con el tema y luego comparten lo que hicieron o aprendieron con el resto del grupo. Los niños deben usar el inglés para describir sus actividades y resultados [por ejemplo, ""We built a tower with 10 blocks"" o ""I read a book about colors""]. Organizar la clase en varias estaciones, cada una con una actividad temática y un desafío avanzado. Los niños se dividen en grupos pequeños y rotan entre las estaciones, pasando un tiempo determinado en cada una [por ejemplo, 15 minutos]. En cada estación, los niños completan un desafío más complejo y colaboran para encontrar soluciones, usando el inglés para comunicarse y resolver problemas [por ejemplo, ""Create a story about an animal using these pictures"" o ""Build a bridge with 20 blocks""]. Al final de la rotación, los niños presentan sus proyectos y desafíos completados al resto de la clase, explicando en inglés los pasos que tomaron y las decisiones que hicieron.";"Recibir un pasaporte que se sella en cada estación completada, y al final del recorrido, pueden presentar su pasaporte lleno y recibir un reconocimiento.";"Evaluar y dar retroalimentación constructiva a los proyectos de sus compañeros, fomentando un ambiente colaborativo y de aprendizaje continuo";"45";"Diferentes estaciones en la clase con actividades temáticas [mesa de arte para dibujar y colorear, rincón de lectura con libros en inglés, mesa de construcción con bloques etiquetados con números o letras, mesa de juegos con rompecabezas de partes del cuerpo]."
